Date,Price,Open,High,Low,Volume,Change_pct
2025-11-28,6849.09,6822.52,6850.86,6819.75,,0.54
2025-12-01,6812.63,6812.3,6843.65,6799.94,,-0.53
2025-12-02,6829.37,6830.96,6851.55,6806.71,,0.25
2025-12-03,6849.72,6815.29,6862.42,6810.43,,0.3
2025-12-04,6857.12,6866.47,6866.47,6827.12,,0.11
2025-12-05,6870.4,6866.32,6895.78,6858.29,,0.19
2025-12-08,6846.51,6875.2,6878.27,6827.19,,-0.35
2025-12-09,6840.51,6840.61,6864.92,6837.43,,-0.09
2025-12-10,6886.68,6833.49,6900.67,6824.69,,0.67
2025-12-11,6901.0,6861.3,6903.46,6833.45,,0.21
2025-12-12,6827.41,6886.85,6899.85,6801.79,,-1.07
2025-12-15,6816.51,6860.19,6861.59,6801.49,,-0.16
2025-12-16,6800.26,6800.12,6819.27,6759.74,,-0.24
2025-12-17,6721.43,6802.88,6812.26,6720.43,,-1.16
2025-12-18,6774.76,6778.06,6816.13,6758.5,,0.79
2025-12-19,6834.5,6792.62,6840.02,6792.62,,0.88
2025-12-22,6878.49,6865.21,6882.03,6855.74,,0.64
2025-12-23,6909.79,6872.41,6910.88,6868.81,,0.46
2025-12-24,6932.05,6904.91,6937.32,6904.91,,0.32
2025-12-26,6929.94,6936.02,6945.77,6921.6,,-0.03
2025-12-29,6905.74,6903.6,6920.21,6888.76,,-0.35
2025-12-30,6896.24,6900.44,6913.25,6893.47,,-0.14
2025-12-31,6845.5,6898.82,6901.42,6844.55,,-0.74
2026-01-02,6858.47,6878.11,6894.87,6824.31,,0.19
2026-01-05,6902.05,6892.19,6920.38,6891.56,,0.64
2026-01-06,6944.82,6908.03,6948.69,6904.02,,0.62
2026-01-07,6920.93,6945.07,6965.69,6919.19,,-0.34
2026-01-08,6921.46,6914.11,6931.28,6899.33,,0.01
2026-01-09,6966.28,6927.83,6978.36,6917.64,,0.65
2026-01-12,6977.27,6944.12,6986.33,6934.07,,0.16
2026-01-13,6963.74,6977.41,6985.83,6938.77,,-0.19
2026-01-14,6926.6,6937.41,6941.3,6885.74,,-0.53
2026-01-15,6944.47,6969.46,6979.34,6937.93,,0.26
2026-01-16,6940.01,6960.54,6967.3,6925.09,,-0.06
2026-01-20,6796.86,6865.24,6871.17,6789.05,,-2.06
2026-01-21,6875.62,6810.71,6910.39,6804.96,,1.16
2026-01-22,6913.35,6914.44,6934.75,6893.62,,0.55
2026-01-23,6915.61,6907.85,6932.96,6895.5,,0.03
2026-01-26,6950.23,6923.23,6964.66,6921.6,,0.5
2026-01-27,6978.6,6965.96,6988.82,6958.83,,0.41
2026-01-28,6978.03,7002.0,7002.28,6963.46,,-0.01
2026-01-29,6969.01,6977.74,6992.84,6870.8,,-0.13
2026-01-30,6939.03,6947.27,6964.09,6893.48,,-0.43
2026-02-02,6976.44,6916.64,6991.92,6914.34,,0.54
2026-02-03,6917.81,6985.45,6993.08,6862.05,,-0.84
2026-02-04,6882.72,6924.5,6936.09,6838.8,,-0.51
2026-02-05,6798.4,6837.39,6857.85,6780.13,,-1.23
2026-02-06,6932.3,6816.74,6944.89,6816.74,,1.97
2026-02-09,6964.82,6917.26,6980.1,6905.87,,0.47
2026-02-10,6941.81,6974.49,6986.83,6937.53,,-0.33
2026-02-11,6941.47,6976.48,6993.48,6911.97,,0.0
2026-02-12,6832.76,6957.54,6973.22,6824.04,,-1.57
2026-02-13,6836.17,6834.27,6881.96,6794.55,,0.05
2026-02-17,6843.22,6819.86,6866.99,6775.5,,0.1
2026-02-18,6881.31,6855.48,6909.12,6849.66,,0.56
2026-02-19,6861.89,6861.34,6879.12,6833.06,,-0.28
2026-02-20,6909.51,6843.26,6915.86,6836.33,,0.69
2026-02-23,6837.75,6901.25,6916.96,6819.82,,-1.04
2026-02-24,6890.07,6837.37,6899.17,6815.43,,0.77
2026-02-25,6946.13,6915.15,6952.51,6915.15,,0.81
2026-02-26,6908.86,6944.74,6947.25,6859.73,,-0.54
2026-02-27,6878.88,6856.54,6882.96,6831.74,,-0.43
2026-03-02,6881.62,6824.36,6901.01,6796.85,,0.04
2026-03-03,6816.63,6800.26,6840.05,6710.42,,-0.94
2026-03-04,6869.5,6831.69,6885.94,6811.64,,0.78
2026-03-05,6830.71,6851.08,6870.43,6770.78,,-0.56
2026-03-06,6740.02,6769.03,6773.42,6711.56,,-1.33
2026-03-09,6795.99,6699.8,6810.44,6636.04,,0.83
2026-03-10,6781.48,6796.56,6845.08,6759.74,,-0.21
2026-03-11,6775.8,6790.09,6811.15,6745.59,,-0.08
2026-03-12,6672.62,6740.88,6740.88,6670.4,,-1.52
2026-03-13,6632.19,6673.49,6733.3,6623.92,,-0.61
2026-03-16,6699.38,6674.37,6729.79,6674.37,,1.01
2026-03-17,6716.09,6722.35,6754.3,6710.8,,0.25
2026-03-18,6624.7,6697.16,6705.18,6621.66,,-1.36
2026-03-19,6606.49,6583.12,6636.74,6557.82,,-0.27
2026-03-20,6506.48,6594.66,6594.66,6473.52,,-1.51
2026-03-23,6581.0,6574.96,6651.62,6565.55,,1.15
2026-03-24,6556.37,6552.09,6595.75,6525.11,,-0.37
2026-03-25,6591.9,6598.35,6633.94,6568.41,,0.54
2026-03-26,6477.16,6555.86,6573.22,6473.79,,-1.74
2026-03-27,6368.85,6453.89,6453.89,6356.08,,-1.67
2026-03-30,6343.72,6403.37,6427.31,6316.91,,-0.39
2026-03-31,6528.52,6395.88,6539.05,6395.88,,2.91
2026-04-01,6575.32,6556.56,6609.67,6554.29,,0.72
2026-04-02,6582.69,6512.61,6601.91,6474.94,,0.11
2026-04-06,6611.83,6587.66,6618.13,6579.72,,0.44
2026-04-07,6616.85,6601.93,6618.26,6534.55,,0.08
2026-04-08,6782.81,6754.36,6793.5,6740.28,,2.51
2026-04-09,6824.66,6783.69,6835.31,6761.55,,0.62
2026-04-10,6816.89,6839.24,6845.77,6808.46,,-0.11
2026-04-13,6886.24,6806.47,6887.0,6790.02,,1.02
2026-04-14,6967.38,6910.2,6969.42,6905.17,,1.18
2026-04-15,7022.95,6978.17,7026.24,6967.13,,0.8
2026-04-16,7041.28,7037.78,7051.23,7008.52,,0.26
2026-04-17,7126.06,7074.55,7147.52,7074.55,,1.2
2026-04-20,7109.14,7117.05,7122.65,7084.41,,-0.24
2026-04-21,7064.01,7122.64,7137.27,7050.2,,-0.63
2026-04-22,7137.9,7102.91,7138.64,7102.91,,1.05
2026-04-23,7108.4,7118.8,7147.78,7046.55,,-0.41
2026-04-24,7165.08,7136.48,7168.59,7112.82,,0.8
2026-04-27,7173.91,7152.72,7178.74,7146.72,,0.12
2026-04-28,7138.8,7133.74,7152.52,7115.17,,-0.49
2026-04-29,7135.95,7131.61,7145.63,7107.86,,-0.04
2026-04-30,7209.01,7161.75,7219.83,7126.15,,1.02
2026-05-01,7230.12,7234.54,7272.52,7229.32,,0.29
2026-05-04,7200.75,7228.38,7244.54,7174.12,,-0.41
2026-05-05,7259.22,7233.62,7273.26,7233.62,,0.81
2026-05-06,7365.12,7294.14,7369.22,7294.14,,1.46
2026-05-07,7337.11,7376.78,7385.02,7321.25,,-0.38
2026-05-08,7398.93,7362.97,7401.5,7362.97,,0.84
2026-05-11,7412.84,7385.31,7428.97,7384.2,,0.19
2026-05-12,7400.96,7390.63,7409.57,7338.54,,-0.16
2026-05-13,7444.25,7409.12,7460.04,7375.13,,0.58
2026-05-14,7501.24,7454.4,7517.12,7454.4,,0.77
2026-05-15,7408.5,7445.11,7454.85,7397.5,,-1.24
2026-05-18,7403.05,7415.07,7434.06,7353.17,,-0.07
2026-05-19,7353.61,7375.75,7395.32,7333.68,,-0.67
2026-05-20,7432.97,7369.19,7435.69,7357.46,,1.08
2026-05-21,7445.72,7410.78,7465.96,7389.48,,0.17
2026-05-22,7473.47,7468.82,7506.32,7463.29,,0.37
2026-05-26,7519.12,7511.79,7539.09,7501.1,,0.61
2026-05-27,7520.36,7526.01,7530.72,7499.72,,0.02
2026-05-28,7563.63,7519.82,7568.72,7508.04,,0.58
2026-05-29,7580.06,7579.33,7599.38,7563.55,,0.22
2026-06-01,7599.96,7582.29,7617.66,7562.61,,0.26
2026-06-02,7609.78,7595.4,7620.9,7582.99,,0.13
2026-06-03,7553.68,7605.31,7605.35,7551.22,,-0.74
2026-06-04,7584.31,7516.54,7598.19,7516.54,,0.41
2026-06-05,7383.74,7537.36,7541.81,7368.63,,-2.64
2026-06-08,7405.73,7440.57,7466.81,7395.13,,0.3
2026-06-09,7386.65,7438.66,7483.15,7237.85,,-0.26
2026-06-10,7266.99,7350.54,7396.56,7265.93,,-1.62
2026-06-11,7394.3,7287.67,7412.68,7257.33,,1.75
2026-06-12,7431.46,7410.85,7456.4,7363.01,,0.5
2026-06-15,7554.29,7516.75,7577.92,7516.75,,1.65
2026-06-16,7511.35,7548.78,7564.96,7508.68,,-0.57
2026-06-17,7420.1,7524.5,7532.17,7402.61,,-1.21
2026-06-18,7500.58,7487.36,7511.07,7468.32,,1.08
2026-06-22,7472.79,7500.44,7530.01,7460.01,,-0.37
2026-06-23,7365.46,7366.51,7424.17,7347.6,,-1.44
